pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,pl_bmasse_refname,pl_semimajoraxis,pl_semimajoraxiserr1,pl_semimajoraxiserr2,pl_aor,pl_aorerr1,pl_aorerr2,pl_tsm,pl_tsmerr1,pl_tsmerr2
CoRoT-2 b,CoRoT-2,1,2,1,Transit,2008,CoRoT,Published Confirmed,0,<a refstr=GILLON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A&A...511A...3G/abstract target=ref> Gillon et al. 2010 </a>,1.7429935,1e-06,-1e-06,0.0,0.02798,0.00076,-0.0008,0.0,16.432,0.471,-0.493,0.0,1.466,0.042,-0.044,0.0,1102.82,69.92,-69.92,0.0,3.47,0.22,-0.22,0.0,Mass,0.0143,0.0077,-0.0076,0.0,955.3138104710496,,,,1547.3769893444426,,,,1.0,<a refstr=GILLON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A&A...511A...3G/abstract target=ref> Gillon et al. 2010 </a>,,5625.0,120.0,-120.0,0.0,0.91,0.03,-0.03,0.0,0.96,0.08,-0.08,0.0,0.03,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634,213.283,2.485,-2.43,12.516,0.092,-0.092,10.783,0.028,-0.028,10.31,0.031,-0.031,12.2489,0.000911,-0.000911,2014-05-14,2010-02,2014-05-14,<a refstr=GILLON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A&A...511A...3G/abstract target=ref> Gillon et al. 2010 </a>,0.0279729208027713,0.0007822480015397953,-0.0007909017219382315,6.6074944960594175,0.29157313761282566,-0.2638808285451848,-52.630233479647956,6.655952028536859,-7.068971850141885
CoRoT-21 b,CoRoT-21,1,1,1,Transit,2012,CoRoT,Published Confirmed,0,<a refstr=P_AUML_TZOLD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A&A...545A...6P/abstract target=ref>P&auml;tzold et al. 2012</a>,2.72474,0.00014,-0.00014,0.0,0.0417,0.0011,-0.0011,0.0,14.572,1.569,-1.569,0.0,1.3,0.14,-0.14,0.0,718.2958,98.5273,-98.5273,0.0,2.26,0.31,-0.31,0.0,Mass,0.0,,,0.0,2930.60820023566,,,,2047.854328255076,,,,0.0,<a refstr=P_AUML_TZOLD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A&A...545A...6P/abstract target=ref>P&auml;tzold et al. 2012</a>,F8 IV,6200.0,100.0,-100.0,0.0,1.95,0.21,-0.21,0.0,1.29,0.09,-0.09,0.0,0.0,0.1,-0.1,0.0,[Fe/H],3.7,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h44m12.63s,101.0526207,-00d17m56.96s,-0.2991544,,,,16.058,0.435,-0.435,14.34,0.041,-0.041,13.813,0.054,-0.054,15.8558,0.001968,-0.001968,2018-12-03,2012-09,2018-12-06,<a refstr=P_AUML_TZOLD_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A&A...545A...6P/abstract target=ref>P&auml;tzold et al. 2012</a>,0.04153093254792219,0.0009365501694698353,-0.0009139340410985811,4.5532275259091115,0.5626801968283406,-0.4196560293982756,-3.14347385779145,1.0625534692194671,-1.4491488295138022
CoRoT-23 b,CoRoT-23,1,1,1,Transit,2011,CoRoT,Published Confirmed,0,<a refstr=ROUAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...537A..54R/abstract target=ref> Rouan et al. 2012 </a>,3.6313,0.0001,-0.0001,0.0,0.048,0.004,-0.004,0.0,11.77,1.46,-1.46,0.0,1.05,0.13,-0.13,0.0,889.9,95.3,-95.3,0.0,2.8,0.3,-0.3,0.0,Mass,0.16,0.02,-0.02,0.0,1212.9849189906115,,,,1660.0,,,0.0,0.0,<a refstr=ROUAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...537A..54R/abstract target=ref> Rouan et al. 2012 </a>,G0 V,5900.0,100.0,-100.0,0.0,1.61,0.18,-0.18,0.0,1.14,0.08,-0.08,0.0,0.05,0.1,-0.1,0.0,[Fe/H],4.3,0.2,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h39m07.84s,279.7826586,+04d21m27.91s,4.3577516,1060.97,45.47,-41.94,15.675,0.206,-0.206,12.944,0.026,-0.026,12.364,0.032,-0.032,15.0681,0.000409,-0.000409,2014-05-14,2012-01,2014-05-14,<a refstr=ROUAN_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...537A..54R/abstract target=ref> Rouan et al. 2012 </a>,0.048234061785054475,0.00111244795398132,-0.0011762608757768384,6.509651816752683,0.7962212629509917,-0.6833198581039,-3.0515643427247072,1.1378344756967955,-1.47611536092485
CoRoT-24 c,CoRoT-24,1,1,2,Transit,2014,CoRoT,Published Confirmed,0,<a refstr=ALONSO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567A.112A/abstract target=ref> Alonso et al. 2014</a>,11.759,0.0063,-0.0063,0.0,0.098,0.003,-0.003,0.0,5.0,0.5,-0.5,0.0,0.44,0.04,-0.04,0.0,28.0,11.0,-11.0,0.0,0.088,0.035,-0.035,0.0,Mass,0.0,,,0.0,41.59533177015923,,,,850.0,80.0,-80.0,0.0,0.0,<a refstr=ALONSO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567A.112A/abstract target=ref> Alonso et al. 2014</a>,K1 V,4950.0,150.0,-150.0,0.0,0.86,0.09,-0.09,0.0,0.91,0.09,-0.09,0.0,0.3,0.15,-0.15,0.0,[Fe/H],4.55,0.15,-0.15,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h47m41.41s,101.922543,-03d43m09.44s,-3.7192892,591.555,16.043,-15.232,15.383,0.114,-0.114,13.595,0.024,-0.024,12.924,0.024,-0.024,15.1801,0.000631,-0.000631,2014-06-11,2014-07,2014-06-11,<a refstr=ALONSO_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...567A.112A/abstract target=ref> Alonso et al. 2014</a>,0.09808511825790815,0.0030460222385595564,-0.0030152639698333566,24.71298288517051,2.9412993601014747,-2.427201767578225,9.970535652912314,8.708678778122522,-3.97920360810733
CoRoT-26 b,CoRoT-26,1,1,1,Transit,2013,CoRoT,Published Confirmed,0,<a refstr=ALMENARA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A.118A/abstract target=ref> Almenara et al. 2013 </a>,4.20474,5e-05,-5e-05,0.0,0.0526,0.001,-0.001,0.0,14.12,1.46,-0.78,0.0,1.26,0.13,-0.07,0.0,165.26,15.89,-15.89,0.0,0.52,0.05,-0.05,0.0,Mass,0.0,,,0.0,1023.839253487359,,,,1600.0,80.0,-70.0,0.0,0.0,<a refstr=ALMENARA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A.118A/abstract target=ref> Almenara et al. 2013 </a>,G5,5590.0,100.0,-100.0,0.0,1.79,0.18,-0.09,0.0,1.09,0.06,-0.06,0.0,0.01,0.13,-0.13,0.0,[Fe/H],3.99,0.05,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h39m00.12s,279.7504991,+06d58m11.22s,6.9697828,1045.18,,,15.861,0.195,-0.195,13.813,0.027,-0.027,13.261,0.034,-0.034,15.4682,0.001683,-0.001683,2014-05-14,2013-07,2014-05-14,<a refstr=ALMENARA_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A.118A/abstract target=ref> Almenara et al. 2013 </a>,0.052496394055138035,0.0009243189231972551,-0.0009856677042336115,6.327711209468601,0.553031992236674,-0.4418733120483518,-14.411807166999177,3.611230885232807,-4.951716555374217
CoRoT-27 b,CoRoT-27,1,1,1,Transit,2014,CoRoT,Published Confirmed,0,<a refstr=PARVIAINEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...562A.140P/abstract target=ref> Parviainen et al. 2014 </a>,3.57532,6e-05,-6e-05,0.0,0.0476,0.0066,-0.0066,0.0,11.287,0.493,-0.493,0.0,1.007,0.044,-0.044,0.0,3302.11,174.8,-174.8,0.0,10.39,0.55,-0.55,0.0,Mass,0.065,,,1.0,588.6508970857199,,,,1500.0,130.0,-130.0,0.0,0.0,<a refstr=PARVIAINEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...562A.140P/abstract target=ref> Parviainen et al. 2014 </a>,G2,5900.0,120.0,-120.0,0.0,1.08,0.18,-0.06,0.0,1.05,0.11,-0.11,0.0,-0.1,0.1,-0.1,0.0,[M/H],4.4,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h33m59.00s,278.4958319,+05d32m18.17s,5.5383811,1010.28,69.26,-61.036,15.774,0.103,-0.103,13.571,0.027,-0.027,12.985,0.033,-0.033,15.3902,0.000615,-0.000615,2014-05-14,2014-02,2014-05-14,<a refstr=PARVIAINEN_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...562A.140P/abstract target=ref> Parviainen et al. 2014 </a>,0.04638896433676186,0.0016260010859417556,-0.0014631982703195295,9.25401510031407,1.264665629299083,-0.9441817233184988,-1.0002469914188281,0.18881069299172115,-0.24538698786175206
CoRoT-28 b,CoRoT-28,1,1,1,Transit,2015,CoRoT,Published Confirmed,0,<a refstr=CABRERA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...579A..36C/abstract target=ref>Cabrera et al. 2015</a>,5.20851,0.00038,-0.00038,0.0,0.0603,0.005,-0.005,0.0,10.705,0.74,-0.74,0.0,0.955,0.066,-0.066,0.0,153.82972,27.65121,-27.65121,0.0,0.484,0.087,-0.087,0.0,Mass,0.047,0.055,-0.038,0.0,576.8350990365009,,,,1364.0256583998869,,,,0.0,<a refstr=CABRERA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...579A..36C/abstract target=ref>Cabrera et al. 2015</a>,G8/9 IV,5150.0,100.0,-100.0,0.0,1.78,0.11,-0.11,0.0,1.01,0.14,-0.14,0.0,0.15,0.1,-0.1,0.0,[Fe/H],3.6,0.2,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h34m45.20s,278.6883216,+05d34m25.29s,5.5736911,766.183,14.685,-14.152,13.783,0.069,-0.069,11.601,0.023,-0.023,11.032,0.025,-0.025,13.4119,0.000393,-0.000393,2015-04-16,2015-07,2015-04-16,<a refstr=CABRERA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...579A..36C/abstract target=ref>Cabrera et al. 2015</a>,0.058920263745292654,0.002943493024344747,-0.0027536104123959265,7.086934314567112,0.6453512725475212,-0.5228901764184961,-16.504284861513682,4.264084897290559,-6.1562859740586084
CoRoT-3 b,CoRoT-3,1,1,1,Transit,2008,CoRoT,Published Confirmed,0,<a refstr=DELEUIL_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...491..889D/abstract target=ref> Deleuil et al. 2008 </a>,4.2568,5e-06,-5e-06,0.0,,,,,11.32,0.78,-0.78,0.0,1.01,0.07,-0.07,0.0,6883.91,317.8,-317.8,0.0,21.66,1.0,-1.0,0.0,Mass,0.0,,,0.0,1388.1799048613566,,,,1698.912683193329,,,,0.0,<a refstr=DELEUIL_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...491..889D/abstract target=ref> Deleuil et al. 2008 </a>,F3 V,6740.0,140.0,-140.0,0.0,1.56,0.09,-0.09,0.0,1.37,0.09,-0.09,0.0,-0.02,,,,,4.22,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m13.27s,292.0552827,+00d07m18.61s,0.1218359,768.771,30.791,-28.545,13.448,0.069,-0.069,11.936,0.03,-0.03,11.618,0.034,-0.034,13.2188,0.000298,-0.000298,2014-05-14,2008-12,2014-05-14,<a refstr=DELEUIL_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...491..889D/abstract target=ref> Deleuil et al. 2008 </a>,0.05709524412748347,0.001211070773637482,-0.0012637177524174592,7.84925160645013,0.5409556547616887,-0.45055725701409166,-0.599106400048569,0.12667389577236415,-0.14632074765928027
CoRoT-30 b,CoRoT-30,1,1,1,Transit,2020,CoRoT,Published Confirmed,0,<a refstr=BORD_EACUTE__ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A.122B/abstract target=ref>Bord&eacute; et al. 2020</a>,9.06005,0.00024,-0.00024,0.0,0.0844,0.0012,-0.0012,0.0,11.31,0.852,-0.852,0.0,1.009,0.076,-0.076,0.0,921.707,69.9226,-69.9226,0.0,2.9,0.22,-0.22,0.0,Mass,0.007,0.031,-0.031,0.0,106.52055224515786,,,,894.1656303418945,,,,0.0,<a refstr=BORD_EACUTE__ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A.122B/abstract target=ref>Bord&eacute; et al. 2020</a>,G3 V,5650.0,100.0,-100.0,0.0,0.91,0.09,-0.03,0.0,0.98,0.03,-0.05,0.0,0.02,0.1,-0.1,0.0,[Fe/H],4.4,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h30m24.28s,277.6011767,+06d50m09.36s,6.8359338,1032.23,48.57,-44.467,15.571,0.126,-0.126,14.019,0.029,-0.029,13.562,0.045,-0.045,15.413,0.000666,-0.000666,2020-04-10,2020-03,2020-04-16,<a refstr=BORD_EACUTE__ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A.122B/abstract target=ref>Bord&eacute; et al. 2020</a>,0.08453399650730253,0.0010655821040691515,-0.0011667702905859556,19.979247529382622,1.3143270837239562,-1.2380539295860267,-2.6941711258931424,0.6478833276144678,-0.7810475447379002
CoRoT-35 b,CoRoT-35,1,1,1,Transit,2022,CoRoT,Published Confirmed,0,<a refstr=SEBASTIAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220708742S/abstract target=ref>Sebastian et al. 2022</a>,3.22748,8e-05,-8e-05,0.0,0.0429,0.00092,-0.00092,0.0,18.831,1.233,-1.233,0.0,1.68,0.11,-0.11,0.0,349.61125,117.59651,-117.59651,0.0,1.1,0.37,-0.37,0.0,Mass,0.0,,,0.0,2223.75703684157,,,,1747.0,62.0,-62.0,0.0,1.0,<a refstr=SEBASTIAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220708742S/abstract target=ref>Sebastian et al. 2022</a>,F6 V,6390.0,130.0,-130.0,0.0,1.65,0.1,-0.11,0.0,1.01,0.07,-0.06,0.0,-0.5,0.1,-0.1,0.0,[Fe/H],4.01,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h17m15.44s,289.3143526,-02d46m28.95s,-2.7747085,1123.21,55.9,-50.92,15.635,0.229,-0.229,13.43,0.028,-0.028,12.935,0.029,-0.029,15.2625,0.000514,-0.000514,2022-08-01,2022-07,2022-08-01,<a refstr=SEBASTIAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220708742S/abstract target=ref>Sebastian et al. 2022</a>,0.042904365251469415,0.0009248363719205482,-0.0009927792825150106,5.618523370712648,0.38051906882702546,-0.3785052073199804,-28.163763324096713,9.032725156972674,-13.696822194965428
CoRoT-4 b,CoRoT-4,1,1,1,Transit,2008,CoRoT,Published Confirmed,0,<a refstr=MOUTOU_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...488L..47M/abstract target=ref> Moutou et al. 2008 </a>,9.20205,0.00037,-0.00037,0.0,0.09,0.001,-0.001,0.0,13.34,0.67,-0.56,0.0,1.19,0.06,-0.05,0.0,228.83,25.43,-25.43,0.0,0.72,0.08,-0.08,0.0,Mass,0.0,0.1,-0.1,0.0,222.05704265460997,,,,1074.0,19.0,-19.0,0.0,0.0,<a refstr=MOUTOU_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...488L..47M/abstract target=ref> Moutou et al. 2008 </a>,,6190.0,60.0,-60.0,0.0,1.17,0.01,-0.03,0.0,1.16,0.03,-0.02,0.0,0.05,,,,,4.41,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h48m46.71s,102.1946233,-00d40m22.03s,-0.6727861,726.412,15.181,-14.582,13.652,0.092,-0.092,12.619,0.026,-0.026,12.288,0.03,-0.03,13.5613,0.000354,-0.000354,2014-05-14,2008-09,2014-05-14,<a refstr=MOUTOU_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...488L..47M/abstract target=ref> Moutou et al. 2008 </a>,0.09026855414427992,0.0006069163692102031,-0.0006275627083930507,16.59618501148754,0.31740021097482085,-0.2970403007892699,-24.461566228518365,4.1203729263023945,-4.9444757750122825
CoRoT-5 b,CoRoT-5,1,1,1,Transit,2009,CoRoT,Published Confirmed,0,<a refstr=RAUER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...506..281R/abstract target=ref> Rauer et al. 2009 </a>,4.0378962,1.9e-06,-1.9e-06,0.0,0.04947,0.00026,-0.00029,0.0,15.558,0.516,-0.527,0.0,1.388,0.046,-0.047,0.0,148.42,14.937,-7.628,0.0,0.467,0.047,-0.024,0.0,Mass,0.09,0.09,-0.04,0.0,717.278926996062,,,,1438.0,39.0,-39.0,0.0,0.0,<a refstr=RAUER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...506..281R/abstract target=ref> Rauer et al. 2009 </a>,F9 V,6100.0,65.0,-65.0,0.0,1.19,0.04,-0.04,0.0,1.0,0.02,-0.02,0.0,-0.25,0.06,-0.06,0.0,[M/H],4.19,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h45m06.54s,101.2772396,+00d48m54.78s,0.8152163,882.472,25.62,-25.62,14.043,0.149,-0.149,12.871,0.024,-0.024,12.546,0.026,-0.026,13.9021,0.000418,-0.000418,2014-05-14,2009-10,2014-05-14,<a refstr=RAUER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...506..281R/abstract target=ref> Rauer et al. 2009 </a>,0.049616763238476205,0.0003554773767251579,-0.00034008153959951687,8.965904847919205,0.31703957954410455,-0.3066454247892434,-68.44716601014059,8.815511182686386,-10.351977601602627
CoRoT-6 b,CoRoT-6,1,1,1,Transit,2009,CoRoT,Published Confirmed,0,<a refstr=FRIDLUND_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..14F/abstract target=ref> Fridlund et al. 2010 </a>,8.886593,4e-06,-4e-06,0.0,0.0855,0.0015,-0.0015,0.0,13.068,0.392,-0.392,0.0,1.166,0.035,-0.035,0.0,940.74,108.06,-108.06,0.0,2.96,0.34,-0.34,0.0,Mass,0.1,,,1.0,177.02907664752007,,,,1017.0,19.0,-19.0,0.0,0.0,<a refstr=FRIDLUND_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..14F/abstract target=ref> Fridlund et al. 2010 </a>,F9 V,6090.0,70.0,-70.0,0.0,1.02,0.03,-0.03,0.0,1.05,0.05,-0.05,0.0,-0.2,0.1,-0.1,0.0,[Fe/H],4.43,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h44m17.41s,281.0725563,+06d39m47.54s,6.6632062,645.294,12.453,-11.997,13.961,0.069,-0.069,12.518,0.024,-0.024,12.119,0.024,-0.024,13.7459,0.000496,-0.000496,2014-05-14,2010-03,2014-05-14,<a refstr=FRIDLUND_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..14F/abstract target=ref> Fridlund et al. 2010 </a>,0.08538093680490823,0.0013546062354927307,-0.0013617023694051517,18.016753992266274,0.6024206186859367,-0.5903395608902038,-7.222054858858638,0.9360606248077117,-1.2831477510337086
CoRoT-7 b,CoRoT-7,1,1,3,Transit,2009,CoRoT,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,0.85359163,1e-08,-1e-08,0.0,,,,,1.681,0.112,-0.112,0.0,0.15,0.01,-0.01,0.0,4.07661,1.01982,-1.01982,0.0,0.01283,0.00321,-0.00321,0.0,Mass,0.0,,,0.0,1768.6895842710608,,,,1804.9805433271763,,,,0.0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5275.0,75.0,-75.0,0.0,0.83,0.04,-0.04,0.0,0.82,0.17,-0.17,0.0,0.05,,,0.0,[Fe/H],4.5,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.906,0.917,-0.906,11.728,0.027,-0.027,10.301,0.024,-0.024,9.806,0.021,-0.021,11.5239,0.000462,-0.000462,2020-11-13,2017-03,2020-11-19,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,0.01648017789683732,0.0010779357646125663,-0.0012293743212395403,4.265423800077902,0.36104942251265726,-0.37923960097287823,33.72576617196456,13.172822768890853,-9.138506059130535
CoRoT-8 b,CoRoT-8,1,1,1,Transit,2010,CoRoT,Published Confirmed,0,<a refstr=BORDE_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...520A..66B/abstract target=ref> Borde et al. 2010 </a>,6.21229,3e-05,-3e-05,0.0,0.063,0.001,-0.001,0.0,6.39,0.22,-0.22,0.0,0.57,0.02,-0.02,0.0,69.92,9.53,-9.53,0.0,0.22,0.03,-0.03,0.0,Mass,0.0,,,0.0,88.56468174608219,,,,853.8365897430618,,,,0.0,<a refstr=BORDE_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...520A..66B/abstract target=ref> Borde et al. 2010 </a>,K1 V,5080.0,80.0,-80.0,0.0,0.77,0.02,-0.02,0.0,0.88,0.04,-0.04,0.0,0.3,0.1,-0.1,0.0,[M/H],4.58,0.08,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h26m21.26s,291.5885696,+01d25m34.67s,1.4262972,322.037,2.714,-2.714,14.792,0.034,-0.034,12.154,0.023,-0.023,11.463,0.021,-0.021,14.2195,0.000262,-0.000262,2014-05-14,2010-09,2014-05-14,<a refstr=BORDE_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...520A..66B/abstract target=ref> Borde et al. 2010 </a>,0.06339927079900579,0.000914234360735372,-0.0008552348744944316,17.685394090468414,0.5095812604389529,-0.49323498712689684,22.95191448389732,4.573712393538742,-3.6180678131436963
CoRoT-9 b,CoRoT-9,1,2,1,Transit,2009,CoRoT,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...603A..43B/abstract target=ref>Bonomo et al. 2017</a>,95.272656,6.8e-05,-6.8e-05,0.0,0.4021,0.0054,-0.0054,0.0,11.949,0.841,-0.706,0.0,1.066,0.075,-0.063,0.0,266.9772,15.8915,-15.8915,0.0,0.84,0.05,-0.05,0.0,Mass,0.133,0.042,-0.037,0.0,5.125179309038314,,,,420.0,16.0,-16.0,0.0,0.0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...603A..43B/abstract target=ref>Bonomo et al. 2017</a>,,5625.0,80.0,-80.0,0.0,0.96,0.06,-0.06,0.0,0.96,0.04,-0.04,0.0,-0.01,0.06,-0.06,0.0,[Fe/H],4.54,0.09,-0.09,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h43m08.80s,280.7866461,+06d12m14.68s,6.2040783,412.98,4.725,-4.622,13.637,0.137,-0.137,12.175,0.028,-0.028,11.688,0.023,-0.023,13.5008,0.00032,-0.00032,2017-12-12,2017-07,2017-12-14,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...603A..43B/abstract target=ref>Bonomo et al. 2017</a>,0.40243985071739247,0.005555397991047595,-0.005809227603727263,90.06657624368573,5.784250874010937,-5.371029077701465,-10.754434668818504,2.2118237572541233,-2.5885136981010817
